rs_school_emis_code,sc_total_exp_current_year,sc_balance,total_funds_available
38430377,0,704,704
38430378,0,475,475
38430379,0,666,666
38430380,0,1105,1105
38430381,0,809,809
38430382,0,887,887
38430383,70,434,504
38430384,0,3990,3990
38430385,106,1316,1422
38430386,70,205,275
38430387,25000,40,25040
38430388,0,465,465
38430389,0,35,35
38430390,0,465,465
38430391,0,294,294
38430393,0,379,379
38430394,0,22,22
38430395,0,405,405
38430396,0,444,444
38430397,0,1231,1231
38430398,0,2041,2041
38430399,0,181,181
38430400,0,239,239
38430401,0,454,454
38430402,0,1109,1109
38430403,0,14,14
38430404,0,654,654
38430405,0,13,13
38430406,0,1589,1589
38430407,0,814,814
38430408,0,220,220
38430409,60432,288661,349093
38430410,0,123521,123521
38430411,0,0,0
38430412,26500,423,26923
38430413,127000,446,127446
38430414,58,68422,68480
38430415,0,715,715
38430416,0,49892,49892
38430417,0,2642,2642
38430418,89,0,89
38430419,75560,689,76249
38430420,32070,846,32916
38430421,0,344,344
38430422,127930,425,128355
38430423,286290,754,287044
38430424,215554,370,215924
38430425,115847,1104,116951
38430426,107602,1445,109047
38430427,128383,1546,129929
38430428,300000,183,300183
38430429,36000,385,36385
38430430,180489,2162,182651
38430431,224000,782,224782
38430432,210000,1072,211072
38430433,101035,549,101584
38430434,179034,508,179542
38430435,150225,489,150714
38430436,93135,141,93276
38430437,125105,1567,126672
38430438,334256,679,334935
38430439,184093,851,184944
38430440,295000,921,295921
38430441,274325,997,275322
38430442,11200,101555,112755
38430443,97535,327,97862
38430444,72000,478,72478
38430445,97825,658,98483
38430452,0,32835,32835
38430484,0,346,346
38430485,0,80311,80311
38430498,0,1167,1167
38430509,0,131,131
38430513,35,866,901
38430569,0,0,0
38430579,0,15,15
38430581,54500,405,54905
38430593,128000,822,128822
38430596,0,533,533
38430598,0,0,0
38440001,0,0,0
38440002,200000,271711,471711
38440003,97066,186013,283079
38440004,0,7347,7347
38440005,0,463790,463790
38440006,0,103,103
38440007,0,211938,211938
38440008,127350,4465,131815
38440009,0,148,148
38440010,0,455,455
38440011,96000,504,96504
38440012,189070,262,189332
38440013,0,227,227
38440014,99000,168047,267047
38440015,193050,211,193261
38440016,0,0,0
38440017,0,1086,1086
38440018,0,26,26
38440019,0,90,90
38440020,0,804,804
38440021,0,1911,1911
38440022,0,68244,68244
38440023,0,2560,2560
38440024,0,135426,135426
38440025,114785,119717,234502
38440026,794786,72214,867000
38440027,200000,107477,307477
38440028,0,1647,1647
38440029,0,189190,189190
38440030,0,1186,1186
38440031,0,153000,153000
38440032,0,0,0
38440033,0,199262,199262
38440034,103000,411,103411
38440035,0,176824,176824
38440036,227904,10653,238557
38440037,68045,107650,175695
38440038,0,2059,2059
38440039,0,19283,19283
38440040,30041,8093,38134
38440041,0,1102,1102
38440042,0,1055,1055
38440043,0,18107,18107
38440044,60000,66000,126000
38440045,27164,62674,89838
38440046,0,4304,4304
38440047,0,230,230
38440048,39930,13074,53004
38440049,0,14420,14420
38440050,31280,4911,36191
38440051,100035,64429,164464
38440052,120290,11334,131624
38440053,84000,139,84139
38440054,0,648,648
38440055,171794,357915,529709
38440056,0,9414,9414
38440057,52000,902,52902
38440058,106000,684,106684
38440059,62500,295,62795
38440060,0,10,10
38440061,109,101946,102055
38440062,24882,607,25489
38440063,95000,2606,97606
38440064,83000,2486,85486
38440065,71423,2745,74168
38440066,0,22354,22354
38440067,54000,3082,57082
38440068,69000,820,69820
38440069,181391,33878,215269
38440070,0,306884,306884
38440071,55926,1235,57161
38440072,59000,955,59955
38440073,58000,593,58593
38440074,0,102233,102233
38440075,0,332,332
38440076,0,132,132
38440077,0,2533,2533
38440078,0,1795,1795
38440079,0,407,407
38440080,99000,1454,100454
38440081,9164,1823,10987
38440082,158000,1265,159265
38440083,0,730,730
38440084,0,286,286
38440085,30000,50787,80787
38440086,103888,519,104407
38440087,100185,106126,206311
38440088,88000,100802,188802
38440089,59972,13398,73370
38440090,69290,727,70017
38440091,125000,842,125842
38440092,106000,2174,108174
38440093,65806,128465,194271
38440094,0,463,463
38440095,81000,770,81770
38440096,0,955,955
38440098,15000,1936,16936
38440099,18970,1823,20793
38440100,0,194965,194965
38440101,113738,74343,188081
38440102,5563,1449,7012
38440103,0,48700,48700
38440104,44000,15731,59731
38440107,6000,136,6136
38440109,3947,1592,5539
38440110,0,522,522
38440111,0,0,0
38440112,0,707,707
38440113,0,73933,73933
38440114,0,4566,4566
38440115,0,41074,41074
38440116,0,63601,63601
38440117,0,37243,37243
38440118,45000,2711,47711
38440120,99865,9000,108865
38440121,0,109134,109134
38440122,0,105593,105593
38440123,158000,49438,207438
38440124,6000,67817,73817
38440125,12000,86594,98594
38440126,30000,59498,89498
38440127,0,385,385
38440128,30070,23919,53989
38440129,0,115271,115271
38440130,0,20792,20792
38440131,0,315,315
38440135,17000,742,17742
38440136,0,1836,1836
38440137,0,39714,39714
38440138,0,27483,27483
38440140,0,129478,129478
38440142,0,85163,85163
38440143,0,489,489
38440144,81690,122181,203871
38440145,0,913,913
38440146,0,1960,1960
38440147,0,0,0
38440148,35000,21640,56640
38440149,0,11143,11143
38440150,0,1097,1097
38440151,111650,1602,113252
38440154,15000,14318,29318
38440156,90000,4133,94133
38440157,0,86027,86027
38440158,18000,1387,19387
38440160,0,28010,28010
38440161,0,1808,1808
38440163,0,457,457
38440164,0,2272,2272
38440165,0,430,430
38440166,0,27048,27048
38440167,0,765,765
38440168,0,383,383
38440169,0,54,54
38440170,0,377,377
38440171,0,1250,1250
38440172,0,100965,100965
38440174,0,207,207
38440176,0,3200,3200
38440177,0,0,0
38440179,0,86194,86194
38440181,45000,757,45757
38440182,96300,12484,108784
38440184,0,48991,48991
38440185,187958,266948,454906
38440186,44000,623,44623
38440187,0,38614,38614
38440188,31000,352,31352
38440189,65000,620,65620
38440192,36800,2098,38898
38440193,0,16821,16821
38440194,42000,1786,43786
38440195,17500,608,18108
38440196,20840,67,20907
38440197,27000,602,27602
38440198,40500,213,40713
38440202,138000,11706,149706
38440203,79000,298,79298
38440205,0,60000,60000
38440207,139000,933,139933
38440208,110783,1521,112304
38440209,0,45785,45785
38440210,0,38716,38716
38440211,10000,44026,54026
38440212,0,33007,33007
38440213,0,92701,92701
38440214,0,194,194
38440215,0,16,16
38440216,0,68159,68159
38440218,0,78,78
38440220,0,4009,4009
38440222,0,552,552
38440223,0,11339,11339
38440224,0,59689,59689
38440226,0,64,64
38440229,3000,203,3203
38440230,0,38078,38078
38440232,63300,1180,64480
38440235,0,1255,1255
38440236,0,1362,1362
38440237,30000,92721,122721
38440238,0,177974,177974
38440240,0,68118,68118
38440241,19900,572,20472
38440243,138000,212,138212
38440245,0,32115,32115
38440246,30000,31116,61116
38440256,0,10774,10774
38440265,0,156393,156393
38440273,0,205166,205166
38450002,140218,5202,145420
38450003,161417,440752,602169
38450004,213000,1107,214107
38450005,152021,522230,674251
38450008,18000,3716,21716
38450010,0,288,288
38450011,0,0,0
38450019,185383,1922,187305
38450020,0,0,0
38450021,403,1517,1920
38450022,137430,8155,145585
38450023,0,1649,1649
38450024,95562,191796,287358
38450027,145936,31000,176936
38450028,38161,103765,141926
38450029,79000,614,79614
38450030,100035,138902,238937
38450031,221160,3039,224199
38450036,56000,300601,356601
38450039,66108,235,66343
38450041,505236,196808,702044
38450042,0,30,30
38450043,732966,30944,763910
38450044,71450,728441,799891
38450045,0,6496,6496
38450056,100000,165393,265393
38450057,0,22172,22172
38450058,204081,37984,242065
38450059,152999,14686,167685
38450060,180000,83944,263944
38450061,90000,36006,126006
38450062,0,356,356
38450063,100635,101813,202448
38450064,0,0,0
38450065,118535,3439,121974
38450083,0,229,229
38450084,67500,67263,134763
38450085,0,0,0
38450088,134535,813,135348
38450089,0,255,255
38450091,0,8891,8891
38450092,52070,388,52458
38450093,0,0,0
38450094,160000,1069,161069
38450095,175035,1442,176477
38450096,50500,30038,80538
38450097,56000,654,56654
38450098,107105,649,107754
38450099,0,0,0
38450210,85035,21599,106634
38450211,0,559,559
38450212,0,501,501
38450213,32035,702,32737
38450214,45535,563,46098
38450215,14935,33311,48246
38450216,45070,37268,82338
38450217,93000,38509,131509
38450218,34200,56208,90408
38450219,130070,95859,225929
38450223,125000,38422,163422
38450227,0,1416,1416
38450228,0,92273,92273
38450229,25400,11015,36415
38450231,50000,5690,55690
38450232,76937,893,77830
38450234,30290,202,30492
38450236,48225,6406,54631
38450237,81790,799,82589
38450240,12000,24522,36522
38450244,76500,513,77013
38450245,0,163908,163908
38450255,0,81731,81731
38450256,73000,60622,133622
38450258,30035,101842,131877
38450264,0,241731,241731
38450265,14810,52760,67570
38450269,30035,23400,53435
38450270,17522,965,18487
38450271,46500,8283,54783
38450272,57000,632,57632
38450273,20035,48439,68474
38450275,10000,127885,137885
38450276,125120,260,125380
38450278,0,0,0
38450279,0,173,173
38450280,0,105,105
38450283,65035,3866,68901
38450285,125035,36968,162003
38450286,0,76291,76291
38450287,0,0,0
38450288,31235,59,31294
38450289,23812,327,24139
38450290,0,113049,113049
38450291,64035,153,64188
38450292,53000,5593,58593
38450293,0,496,496
38450295,0,83733,83733
38450296,89500,229,89729
38450298,54000,593,54593
38450299,540673,7439,548112
38450303,56735,17180,73915
38450304,78582,247,78829
38450306,66290,368,66658
38450307,10058,5759,15817
38450308,0,384,384
38450309,142000,1897,143897
38450310,0,0,0
38450311,10035,64108,74143
38450316,60558,17906,78464
38450318,0,0,0
38450319,0,0,0
38450320,33070,25722,58792
38450321,0,0,0
38450325,103614,6736,110350
38450326,153500,406,153906
38450327,25000,3095,28095
38450328,0,127164,127164
38450330,49305,5124,54429
38450332,0,52297,52297
38450333,20000,18200,38200
38450334,25000,4972,29972
38450338,0,107,107
38450341,15035,13475,28510
38450343,44635,44,44679
38450446,77965,199,78164
38450447,50008,569,50577
38450448,35170,43,35213
38450449,40070,58265,98335
38450450,42000,1901,43901
38450451,415801,73,415874
38450453,140000,3963,143963
38450454,70465,57163,127628
38450456,122035,1127,123162
38450457,56970,118,57088
38450458,0,137,137
38450459,0,0,0
38450460,20000,5000,25000
38450462,50000,8493,58493
38450463,99000,508,99508
38450464,40000,2992,42992
38450465,78395,25398,103793
38450466,63951,182,64133
38450467,55651,43756,99407
38450468,230163,487,230650
38450469,0,413,413
38450470,43500,329,43829
38450471,45000,45130,90130
38450472,30532,144,30676
38450473,141070,16543,157613
38450474,28035,608,28643
38450475,0,36515,36515
38450476,60000,72269,132269
38450477,83600,516,84116
38450478,90000,23317,113317
38450480,60000,1289,61289
38450481,83535,521,84056
38450482,124031,82983,207014
38450487,0,35923,35923
38450488,77035,219,77254
38450489,40325,32808,73133
38450490,68390,0,68390
38450491,56000,755,56755
38450492,95535,72157,167692
38450493,20000,58164,78164
38450494,75000,1228,76228
38450495,166706,0,166706
38450496,28035,3,28038
38450497,0,926,926
38450499,37000,946,37946
38450500,134035,392,134427
38450501,47035,156,47191
38450502,71844,156,72000
38450503,95000,801,95801
38450504,0,117,117
38450506,52200,22,52222
38450507,28535,236,28771
38450508,35035,432,35467
38450511,3037,236,3273
38450514,0,0,0
38450515,40325,915,41240
38450516,32043,360,32403
38450517,10070,1540,11610
38450518,42535,286,42821
38450519,0,337,337
38450520,30000,41189,71189
38450521,85424,357,85781
38450522,53035,11681,64716
38450523,0,158,158
38450524,35,264,299
38450525,45035,68289,113324
38450526,0,0,0
38450527,0,0,0
38450528,50035,22526,72561
38450529,85035,1346,86381
38450530,58825,36,58861
38450531,0,0,0
38450532,326,2299,2625
38450533,84328,97838,182166
38450534,66139,158,66297
38450535,0,0,0
38450536,8,450,458
38450537,28500,334,28834
38450538,0,0,0
38450539,0,0,0
38450540,76000,120,76120
38450541,0,0,0
38450542,0,0,0
38450543,120000,778,120778
38450545,26900,5,26905
38450546,0,0,0
38450547,0,0,0
38450549,25000,948,25948
38450550,59500,331,59831
38450552,188935,11,188946
38450553,113200,283,113483
38450554,0,344,344
38450555,41500,285,41785
38450556,0,525,525
38450557,6035,657,6692
38450558,139000,214,139214
38450559,0,157,157
38450560,28035,195,28230
38450561,0,515,515
38450609,89000,9563,98563
38450610,62000,1756,63756
38450627,0,0,0
38450628,35035,18591,53626
38450629,83000,182,83182
38450631,89035,645,89680
38450632,13661,302,13963
38460003,0,818,818
38460004,0,0,0
38460007,100000,188569,288569
38460014,0,0,0
38460015,0,1552,1552
38460016,0,569600,569600
38460017,0,35,35
38460018,50000,241650,291650
38460019,0,37,37
38460020,600000,105889,705889
38460021,150000,174495,324495
38460022,0,0,0
38460023,0,1487,1487
38460034,0,0,0
38460043,0,0,0
38460044,0,0,0
38460045,0,2037,2037
38460053,0,0,0
38460054,0,563,563
38460058,0,1695,1695
38460059,0,216,216
38460060,0,538,538
38460061,0,65,65
38460062,0,37,37
38460063,0,771,771
38460064,0,98,98
38460065,0,66,66
38460066,129000,861,129861
38460067,0,238470,238470
38460090,0,1075,1075
38460091,41440,500,41940
38460092,0,0,0
38460096,50000,108070,158070
38460097,0,648,648
38460098,0,156,156
38460100,0,762,762
38460101,0,481,481
38460102,0,148017,148017
38460103,106600,1130,107730
38460105,75000,194648,269648
38460106,24053,176703,200756
38460107,0,529,529
38460108,0,176508,176508
38460109,0,536,536
38460110,0,158055,158055
38460111,67268,1582,68850
38460192,118500,44254,162754
38460193,0,89107,89107
38460194,0,129628,129628
38460196,0,137,137
38460197,96604,1111,97715
38460198,0,7000,7000
38460199,31500,61784,93284
38460200,9070,52837,61907
38460202,0,496,496
38460204,50000,59217,109217
38460205,0,3218,3218
38460206,0,0,0
38460207,0,558,558
38460208,0,534,534
38460209,0,836,836
38460210,30000,27296,57296
38460211,0,514,514
38460212,0,165,165
38460213,0,1379,1379
38460214,0,144,144
38460216,0,5120,5120
38460218,0,187,187
38460224,0,239,239
38460225,40000,207832,247832
38460227,0,63,63
38460229,0,52,52
38460230,0,183,183
38460231,0,199,199
38460232,0,65,65
38460233,0,133,133
38460234,0,7818,7818
38460235,35500,315,35815
38460237,0,511,511
38460238,0,87,87
38460239,0,92,92
38460240,0,128,128
38460241,0,218,218
38460242,89874,126909,216783
38460243,0,74,74
38460244,0,75,75
38460246,0,469,469
38460249,0,66,66
38460250,0,17,17
38460251,0,119,119
38460254,0,534,534
38460255,0,587,587
38460256,0,200,200
38460259,0,187,187
38460260,36000,788,36788
38460261,0,158,158
38460262,24723,83638,108361
38460263,0,32,32
38460264,148093,45,148138
38460265,0,334,334
38460266,0,34659,34659
38460267,0,492,492
38460268,0,494,494
38460269,0,69,69
38460270,0,437,437
38460271,63023,400,63423
38460272,0,294,294
38460273,0,50,50
38460276,0,248,248
38460277,0,46,46
38460278,0,0,0
38460279,0,255,255
38460280,0,67,67
38460281,0,461,461
38460282,0,2541,2541
38460283,0,258,258
38460284,0,542,542
38460285,0,467,467
38460286,0,678,678
38460287,24900,134,25034
38460292,0,988,988
38460293,0,171147,171147
38460294,30000,1286,31286
38460295,60035,46,60081
38460296,0,141,141
38460298,0,25570,25570
38460301,0,915,915
38460302,0,749,749
38460303,720,789,1509
38460304,0,655,655
38460305,0,1905,1905
38460306,0,36,36
38460307,0,3,3
38460308,0,62,62
38460309,0,1596,1596
38460311,0,4,4
38460313,0,1351,1351
38460316,0,146893,146893
38460317,40500,171821,212321
38460318,17400,213,17613
38460319,0,746,746
38460320,50000,149635,199635
38460321,0,80,80
38460322,0,693,693
38460323,0,86,86
38460324,0,31,31
38460536,0,90905,90905
38460538,0,10996,10996
38460539,0,391,391
38460540,0,731,731
38460541,8000,453,8453
38460543,0,770,770
38460548,0,45,45
38460549,0,0,0
38460552,0,394,394
38460553,0,0,0
38460554,0,691,691
38460555,0,0,0
38460560,0,49,49
38460561,0,1309,1309
38460562,0,924,924
38460563,57659,200,57859
38460566,0,258,258
38460567,0,0,0
38460570,27982,121,28103
38460572,0,58329,58329
38460573,0,55,55
38460574,0,64,64
38460576,0,293,293
38460578,0,600,600
38460579,0,500,500
38460580,0,0,0
38460584,0,239,239
38460586,0,41,41
38460587,25131,858,25989
38460588,0,200,200
38460589,0,792,792
38460591,86700,16,86716
38460592,0,136,136
38460594,0,18,18
38460595,0,0,0
38460597,0,119,119
38460598,0,1080,1080
38460602,0,224,224
38460603,0,740,740
38460604,81000,114,81114
38460605,0,173,173
38460607,0,1,1
38460608,61869,850,62719
38460609,0,661,661
38460610,0,1134,1134
38460613,0,98,98
38460618,0,50934,50934
38460619,0,369,369
38460620,0,27961,27961
38460621,0,2684,2684
38460624,0,62,62
38460625,0,1800,1800
38460627,2800,32,2832
38460628,0,49785,49785
38460629,0,41000,41000
38460630,0,337,337
38460631,95000,1360,96360
38460632,0,41,41
38460635,0,838,838
38460636,94604,291,94895
38460637,0,432,432
38460639,118806,1449,120255
38460641,0,480,480
38460643,0,63710,63710
38460646,30054,1250,31304
38460804,0,40864,40864
38460807,29000,55635,84635
38460821,25000,55259,80259
38460826,0,291,291
38460829,0,780,780
38460832,0,524,524
38460833,0,208,208
38460835,0,208084,208084
38460840,0,324,324
38460895,0,264,264
38460897,31500,429,31929
38460898,0,738,738
38460899,0,241,241
38460900,0,0,0
38470005,1180944,9,1180953
38470025,353723,260940,614663
38470026,100000,113317,213317
38470027,0,0,0
38470028,0,744,744
38470029,58465,206132,264597
38470030,0,2445,2445
38470031,167432,246005,413437
38470032,479920,44143,524063
38470033,0,10764,10764
38470036,0,106,106
38470039,235140,566361,801501
38470071,0,312,312
38470072,126039,58978,185017
38470073,153140,189296,342436
38470074,0,47,47
38470075,16000,9783,25783
38470076,0,610,610
38470077,0,125766,125766
38470078,130000,115796,245796
38470079,0,1313,1313
38470080,15000,94321,109321
38470117,0,1231,1231
38470118,0,756,756
38470119,138,116974,117112
38470120,63000,244,63244
38470121,148,139412,139560
38470122,64712,19070,83782
38470123,0,0,0
38470124,0,89486,89486
38470125,0,2029,2029
38470126,51000,71556,122556
38470127,55684,20,55704
38470360,8039,65700,73739
38470361,60000,1132,61132
38470364,0,41250,41250
38470370,51070,90476,141546
38470371,40000,47127,87127
38470372,55000,48286,103286
38470373,77116,2625,79741
38470375,19510,312,19822
38470376,45000,20851,65851
38470378,20000,58264,78264
38470379,39070,10236,49306
38470381,3093,1713,4806
38470383,20000,3019,23019
38470385,0,1352,1352
38470386,50000,62259,112259
38470387,0,95276,95276
38470388,52805,14642,67447
38470389,0,656,656
38470390,30000,7288,37288
38470392,50000,39140,89140
38470396,30000,113391,143391
38470397,32700,241,32941
38470398,10000,17961,27961
38470399,31000,59794,90794
38470400,62000,4313,66313
38470401,157000,3151,160151
38470403,30000,28488,58488
38470404,0,0,0
38470405,20000,41257,61257
38470407,0,0,0
38470408,27580,69349,96929
38470411,45000,17807,62807
38470412,32528,43295,75823
38470413,0,5230,5230
38470414,46000,205,46205
38470416,0,1068,1068
38470417,0,1160,1160
38470418,11984,110033,122017
38470420,0,462,462
38470421,60000,6806,66806
38470422,119395,43941,163336
38470423,0,60479,60479
38470424,0,1942,1942
38470425,0,1384,1384
38470426,0,1130,1130
38470427,0,106597,106597
38470429,0,1846,1846
38470430,0,46412,46412
38470433,0,755,755
38470434,0,668,668
38470435,0,82223,82223
38470436,0,659,659
38470437,0,2418,2418
38470438,0,314,314
38470440,0,2119,2119
38470441,0,0,0
38470442,0,3399,3399
38470443,75500,590,76090
38470444,0,121,121
38470445,0,587,587
38470446,0,62240,62240
38470447,0,962,962
38470448,0,1563,1563
38470450,0,506,506
38470451,0,565,565
38470452,0,201,201
38470453,5000,912,5912
38470454,30000,3049,33049
38470455,0,11485,11485
38470457,0,73026,73026
38470458,100000,28297,128297
38470459,0,462,462
38470460,107265,9000,116265
38470461,25000,49475,74475
38470462,0,1045,1045
38470463,0,95695,95695
38470464,9741,15213,24954
38470465,39500,20583,60083
38470466,50000,47417,97417
38470470,119000,31115,150115
38470471,53000,61849,114849
38470473,9500,24,9524
38470474,25000,114239,139239
38470475,0,442,442
38470478,145000,6548,151548
38470479,30126,44462,74588
38470482,65000,859,65859
38470687,40170,174420,214590
38470688,10418,86263,96681
38470689,170000,214747,384747
38470690,0,115872,115872
38470691,8000,779,8779
38470692,108050,27673,135723
38470693,70093,29443,99536
38470694,107,16448,16555
38470695,36000,56909,92909
38470696,56,52804,52860
38470697,0,72884,72884
38470698,0,2806,2806
38470699,67,11424,11491
38470700,70,39730,39800
38470702,171,204176,204347
38470703,24000,757,24757
38470704,30098,15629,45727
38470705,0,116848,116848
38470706,10000,38116,48116
38470707,0,33033,33033
38470708,151,1735,1886
38470710,80435,40727,121162
38470711,0,76081,76081
38470712,18810,339,19149
38470713,550,79361,79911
38470714,0,411,411
38470715,35,86148,86183
38470716,0,499,499
38470717,0,1063,1063
38470718,0,0,0
38470719,0,850,850
38470720,70000,2486,72486
38470722,0,445,445
38470724,72000,159,72159
38470725,0,460,460
38470726,33000,668,33668
38470728,64000,268,64268
38470729,0,568,568
38470732,46000,518,46518
38470733,51000,304987,355987
38470734,0,500,500
38470735,57500,65324,122824
38470736,0,1035,1035
38470737,4000,30251,34251
38470738,74000,510,74510
38470739,20500,31066,51566
38470742,0,2625,2625
38470743,32000,101961,133961
38470744,4000,29869,33869
38470745,0,194,194
38470747,1,86240,86241
38470748,0,38400,38400
38470752,0,247,247
38470754,0,422,422
38470755,0,27,27
38470756,0,15313,15313
38470758,0,715,715
38470759,0,752,752
38470760,0,847,847
38470761,0,86116,86116
38470762,92680,4,92684
38470763,49500,23,49523
38470764,0,2765,2765
38470767,0,9,9
38470768,8,751,759
38470769,5000,504,5504
38470770,0,605,605
38470771,7000,4707,11707
38470773,50000,106689,156689
38470774,35500,36521,72021
38470776,10000,7747,17747
38470777,0,1838,1838
38470778,0,0,0
38470786,0,495,495
38470787,0,67547,67547
38470790,0,946,946
38470792,0,33341,33341
38470864,60000,222,60222
38470865,70000,17915,87915
38470869,30421,26300,56721
38470875,50035,51615,101650
38470876,0,745,745
38470896,0,834,834
38470898,15082,73382,88464
39110001,114137,288129,402266
39110002,250563,562026,812589
39110004,250070,59519,309589
39110005,517572,0,517572
39110006,143000,134314,277314
39110007,136101,168467,304568
39110008,216744,168822,385566
39110009,738380,308877,1047257
39110010,128800,497559,626359
39110011,220191,2079,222270
39110012,41,192438,192479
39110013,100000,184761,284761
39110014,162530,238298,400828
39110015,0,155500,155500
39110016,0,220971,220971
39110017,402133,181633,583766
39110018,107825,190493,298318
39110019,746244,494,746738
39110020,168000,831,168831
39110021,66505,342889,409394
39110022,297636,1643,299279
39110023,334916,73147,408063
39110024,322832,87440,410272
39110025,89235,156673,245908
39110026,277934,272151,550085
39110027,42153,250791,292944
39110028,269251,2779,272030
39110029,0,221037,221037
39110030,331000,179215,510215
39110031,203286,233,203519
39110032,145000,339791,484791
39110033,103842,271754,375596
39110034,266844,3283,270127
39110035,137612,68305,205917
39110036,140452,2711,143163
39110037,0,0,0
39110038,160890,150538,311428
39110040,0,826,826
39110041,204415,372403,576818
39110042,139590,142762,282352
39110043,0,474478,474478
39110044,129000,48866,177866
39110045,115588,95549,211137
39110046,168904,1018,169922
39110047,78687,227914,306601
39110048,262443,41936,304379
39110049,80000,95525,175525
39110050,0,347879,347879
39110051,319335,55896,375231
39110052,82000,114033,196033
39110053,525500,17240,542740
39110054,0,349646,349646
39110055,163000,165730,328730
39110056,134800,838780,973580
39110057,192815,509223,702038
39110058,38000,324914,362914
39110059,304068,41679,345747
39110060,212003,402982,614985
39110061,0,312999,312999
39110062,218,422510,422728
39110063,0,429862,429862
39110064,413409,394393,807802
39110065,133000,250209,383209
39110066,180820,3728,184548
39110067,236468,193742,430210
39110068,183,431595,431778
39110069,57222,595125,652347
39110070,344135,818041,1162176
39110071,123000,126434,249434
39110072,169186,227289,396475
39110073,0,311494,311494
39110074,0,221353,221353
39110075,35,355878,355913
39110076,0,267869,267869
39110077,284054,519,284573
39110078,0,107235,107235
39110079,89884,104660,194544
39110080,5060,158150,163210
39110081,126600,11419,138019
39110082,100000,88554,188554
39110083,55026,80469,135495
39110084,34804,306216,341020
39110085,83110,25172,108282
39110086,0,193336,193336
39110087,0,94891,94891
39110088,260782,194193,454975
39110089,0,167482,167482
39110090,190000,9223,199223
39110091,100000,82998,182998
39110092,130200,46915,177115
39110093,0,418467,418467
39110094,115000,107393,222393
39110095,226622,17323,243945
39110096,17530,240897,258427
39110097,117000,61671,178671
39110098,108652,54390,163042
39110099,50000,195056,245056
39110100,0,0,0
39110101,100000,8224,108224
39110102,194662,611,195273
39110103,110000,1943,111943
39110104,34448,114470,148918
39110105,0,0,0
39110106,100000,65287,165287
39110107,99000,175008,274008
39110108,75,266328,266403
39110109,12059,217858,229917
39110110,100000,45356,145356
39110111,78,318573,318651
39110112,34650,191207,225857
39110113,308890,3294,312184
39110114,50000,132052,182052
39110115,46268,605331,651599
39110116,223533,0,223533
39110117,114000,46893,160893
39110119,125046,52160,177206
39110120,75000,118613,193613
39110121,108362,13731,122093
39110122,128000,321,128321
39110123,200000,13450,213450
39110124,0,317363,317363
39110125,178573,402,178975
39110126,0,294235,294235
39110127,0,0,0
39110128,207355,0,207355
39110129,157000,541,157541
39110130,10000,201455,211455
39110131,102444,1245,103689
39110132,55527,146126,201653
39110133,116566,222305,338871
39110135,0,163410,163410
39110136,0,177447,177447
39110137,129108,30604,159712
39110138,0,0,0
39110139,119000,195209,314209
39110140,150000,43565,193565
39110142,0,360111,360111
39110143,30000,289648,319648
39110144,321303,147336,468639
39110145,100056,33995,134051
39110146,66813,94785,161598
39110147,100000,76880,176880
39110148,39138,99865,139003
39110149,114950,206787,321737
39110150,193210,167970,361180
39110151,120000,6730,126730
39110152,154678,53905,208583
39110153,150000,87134,237134
39110154,143023,26529,169552
39110155,0,518997,518997
39110156,50076,192460,242536
39110157,88850,480338,569188
39110158,110000,83691,193691
39110159,100000,19616,119616
39110160,50000,365526,415526
39110161,180076,1129,181205
39110162,241245,2557,243802
39110163,145000,42416,187416
39110164,82000,354,82354
39110165,70000,7743,77743
39110166,83350,649681,733031
39110167,0,326498,326498
39110168,0,249065,249065
39110171,447829,29705,477534
39110172,82000,111317,193317
39110174,50216,350683,400899
39110176,183,375243,375426
39110177,160000,1139,161139
39110178,169300,147,169447
39110179,60942,206735,267677
39110180,203724,38442,242166
39110181,150000,247,150247
39110182,150000,860,150860
39110183,23570,133287,156857
39110184,63070,24262,87332
39110185,192251,101212,293463
39110186,50000,186716,236716
39110187,106447,15335,121782
39110188,153030,1675,154705
39110189,195844,466,196310
39110190,177000,3312,180312
39110191,40035,149814,189849
39110192,128111,4987,133098
39110193,89000,169,89169
39110194,77035,165926,242961
